"","B2Bcontrolrep1","B2Bcontrolrep2","B2BNicotine125rep1","B2BNicotine125rep2","B2BNicotine250rep1","B2BNicotine250rep2","Hcontrolrep1","Hcontrolrep2","Hcontrol125rep1","Hcontrol125rep2","Hcontrol250rep1","Hcontrol250rep2"
"ENSG00000278215",0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000149571",438,780,713,700,669,1097,240,278,397,274,422,534
"ENSG00000257271",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254607",17,11,5,11,10,22,3,3,2,2,4,3
"ENSG00000254938",2,1,1,1,0,0,4,1,0,3,2,4
"ENSG00000279358",3,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000254960",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000266215",1,2,4,0,1,0,0,1,1,1,1,1
"ENSG00000255317",11,9,16,9,3,13,9,10,13,11,10,4
"ENSG00000218109",2,2,1,4,0,5,0,0,4,0,0,0
"ENSG00000255087",0,0,0,0,0,1,0,0,1,1,0,0
"ENSG00000272642",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273409",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222774",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254591",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254612",1836,3257,2713,2667,2313,4023,2431,3281,4109,3123,4245,4740
"ENSG00000273415",0,0,0,0,0,2,1,3,0,1,3,0
"ENSG00000272575",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134954",4938,8647,7774,7363,5829,10014,7550,9157,11407,8485,10492,11958
"ENSG00000276176",3,0,0,2,1,0,0,0,1,0,1,1
"ENSG00000254588",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000245008",0,0,0,0,0,2,0,0,0,0,0,1
"ENSG00000151702",568,879,798,711,596,1028,693,843,1109,815,1064,1268
"ENSG00000254703",30,40,44,45,30,44,27,49,56,47,72,68
"ENSG00000151704",1,0,1,0,0,1,0,0,0,1,1,3
"ENSG00000255369",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120457",0,4,0,1,0,1,0,0,0,3,2,3
"ENSG00000174370",8,16,8,11,34,24,50,54,64,67,105,113
"ENSG00000120471",0,1,0,1,0,0,0,0,0,1,2,0
"ENSG00000134909",590,911,675,608,639,1143,512,619,862,632,1182,1321
"ENSG00000212597",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000206847",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199260",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255259",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000043039",1,2,3,5,3,4,4,5,6,5,7,12
"ENSG00000240121",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281386",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287426",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255188",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151715",14,30,27,41,24,40,6,12,16,15,16,19
"ENSG00000170322",1285,2253,1711,1717,1752,2907,1540,2088,2740,1992,2991,3299
"ENSG00000170325",456,654,548,505,483,820,550,629,885,646,899,957
"ENSG00000233220",0,3,0,2,2,2,0,6,2,0,1,3
"ENSG00000255057",0,0,0,0,0,0,0,1,0,0,2,0
"ENSG00000255262",2,4,1,1,0,0,0,2,0,1,1,1
"ENSG00000255535",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000084234",19710,34627,25959,25618,23754,43328,23759,31845,39421,29163,42458,48742
"ENSG00000244451",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000274197",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000149418",8,10,4,10,6,18,13,20,29,22,61,69
"ENSG00000196323",1981,3692,2715,2502,2271,4079,2081,2498,3361,2601,3739,4457
"ENSG00000255358",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255220",137,243,205,196,151,271,125,192,260,208,236,238
"ENSG00000272412",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175773",0,2,3,2,0,3,2,6,5,1,5,4
"ENSG00000134917",2,6,1,7,6,8,1,7,9,1,16,15
"ENSG00000166106",694,1235,865,837,885,1455,1234,1719,2753,1948,3188,4118
"ENSG00000255155",0,1,0,0,0,0,0,0,0,0,1,2
"ENSG00000236616",1,0,0,0,0,3,0,2,2,3,2,4
"ENSG00000274999",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175728",0,0,0,0,0,0,2,1,3,1,2,3
"ENSG00000288013",0,0,0,0,0,0,0,0,1,0,0,5
"ENSG00000255352",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254842",3,4,0,5,2,9,2,4,8,3,4,11
"ENSG00000120451",945,1637,1397,1243,1412,2405,2275,3068,4403,3441,5034,5583
"ENSG00000255455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242673",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236129",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227125",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237612",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231698",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182667",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000252351",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237654",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285980",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224795",1,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000271624",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238117",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224700",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238262",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279090",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183715",0,0,0,0,0,0,0,0,1,0,2,3
"ENSG00000283489",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279497",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255371",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279711",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279189",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254896",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287068",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255258",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166118",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000213153",1,1,2,1,0,0,1,0,3,0,0,1
"ENSG00000080854",0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000284020",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255406",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204241",4,4,5,6,10,9,4,1,3,3,0,0
"ENSG00000254648",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000166086",0,1,2,0,1,2,0,4,4,1,2,3
"ENSG00000254481",75,143,96,126,60,169,80,90,131,105,142,159
"ENSG00000151503",4551,7913,6556,6298,6285,10827,5775,7580,10245,7654,11354,12639
"ENSG00000254616",1,0,0,0,0,0,2,0,0,1,1,0
"ENSG00000255348",0,0,0,1,0,0,0,1,2,0,0,0
"ENSG00000151502",1639,2895,2387,2371,2280,3730,1872,2507,3371,2468,3730,4483
"ENSG00000151500",1143,1875,1460,1327,1239,2223,968,1064,1649,1340,1996,2539
"ENSG00000151498",672,1152,940,903,843,1671,687,939,1350,936,1443,1626
"ENSG00000166105",0,2,0,2,0,2,2,2,2,2,2,1
"ENSG00000254442",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149328",0,1,1,0,1,0,0,1,0,1,0,0
"ENSG00000109956",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255545",0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000254573",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286374",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254989",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285640",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255344",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251226",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000287251",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255327",1,1,1,1,1,4,2,2,5,6,5,2
"ENSG00000279046",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285735",0,0,0,0,0,0,1,0,0,1,1,2
"ENSG00000255512",0,3,0,0,0,0,1,1,0,0,0,0
"ENSG00000260370",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237297",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261456",521,896,696,745,648,1116,900,1130,1469,1042,1392,1730
"ENSG00000232420",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000015171",2192,3881,3243,3080,2535,4657,2908,3383,4546,3589,4920,5366
"ENSG00000276662",3,2,1,1,0,3,3,7,4,4,2,5
"ENSG00000212331",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151240",468,737,867,758,930,1545,737,947,1353,1002,1782,1739
"ENSG00000201861",0,1,0,0,3,0,0,0,0,0,0,1
"ENSG00000239822",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000233021",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225140",0,1,0,0,0,2,0,0,0,0,0,2
"ENSG00000263511",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180525",0,1,0,0,0,2,1,1,1,3,2,3
"ENSG00000231601",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107929",3775,6583,5534,5209,4597,7817,4548,5932,7634,5607,7430,8570
"ENSG00000229869",0,0,0,0,1,0,0,3,1,1,1,1
"ENSG00000205740",10,14,12,17,17,16,9,11,31,16,24,20
"ENSG00000107937",3461,6163,5321,5246,3978,7324,4533,5541,7341,5433,6125,6749
"ENSG00000148377",2,1,0,2,0,0,0,0,0,0,0,0
"ENSG00000232656",12,10,14,21,12,45,19,26,24,25,35,50
"ENSG00000067064",1501,2624,2225,2219,2350,4343,1967,2366,3528,2852,3212,4012
"ENSG00000047056",643,1134,920,948,898,1537,852,1105,1438,1059,1609,1678
"ENSG00000229205",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185736",0,1,0,0,0,0,1,0,3,1,0,0
"ENSG00000287043",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282390",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233052",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205696",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287653",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000234962",0,1,2,2,0,1,0,1,2,1,3,1
"ENSG00000226694",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278069",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252998",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227912",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231326",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212156",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234556",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237500",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235281",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286858",0,2,0,4,0,5,2,0,2,2,5,6
"ENSG00000231743",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234182",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000287560",0,0,1,0,1,1,0,0,0,0,0,0
"ENSG00000273001",1,7,4,5,4,4,7,6,8,3,8,9
"ENSG00000067057",8979,14653,11779,12035,10834,18227,10239,13033,15271,11326,18205,21300
"ENSG00000278419",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107959",2415,4172,3316,3301,2735,4844,2914,3801,4901,3587,4442,4844
"ENSG00000237399",8,23,21,12,18,32,15,20,25,17,24,29
"ENSG00000288566",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236968",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226762",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000227338",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000288657",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287428",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286610",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233321",1,2,0,2,3,1,2,4,6,6,1,2
"ENSG00000236892",0,0,0,1,0,0,2,0,0,1,0,0
"ENSG00000229672",0,6,0,5,1,2,0,0,1,0,2,2
"ENSG00000228353",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000067082",1982,3286,2807,2696,2881,5039,4184,4876,4704,3302,5447,5393
"ENSG00000287175",0,2,1,2,1,1,4,2,2,1,1,2
"ENSG00000230573",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226005",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000274809",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227101",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236990",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233117",2,2,2,4,3,8,16,18,4,10,13,8
"ENSG00000224382",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230096",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287246",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286687",1,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000207124",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231298",0,4,0,0,0,0,1,0,0,0,0,1
"ENSG00000225269",0,0,1,0,0,4,0,1,1,0,2,0
"ENSG00000287023",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165568",17,29,16,11,12,22,31,27,64,21,56,65
"ENSG00000151631",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238840",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000187134",22,37,47,41,58,112,27,30,34,25,36,75
"ENSG00000151632",26,50,67,59,90,135,32,27,33,34,45,90
"ENSG00000224251",0,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000239148",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196139",136,234,212,218,247,448,122,173,205,157,284,448
"ENSG00000239142",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225418",0,0,1,0,0,0,0,0,0,0,1,0
"ENSG00000264006",0,0,1,0,0,0,0,0,0,1,0,3
"ENSG00000198610",5,8,13,20,28,46,15,11,15,15,17,41
"ENSG00000228291",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287848",0,1,0,0,1,0,0,0,0,1,2,0
"ENSG00000231039",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224034",0,0,1,0,3,1,1,2,7,2,3,1
"ENSG00000215267",6,0,1,5,0,4,1,3,5,2,4,4
"ENSG00000223987",2,2,0,1,0,1,1,0,0,1,1,2
"ENSG00000280450",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178473",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178462",0,3,1,0,2,8,1,0,0,0,0,1
"ENSG00000173848",2245,3844,3278,3178,2696,4671,3106,3742,4938,3900,5179,6199
"ENSG00000178372",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205488",1,0,2,4,4,2,1,1,3,0,5,3
"ENSG00000178363",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256462",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287566",0,0,0,0,1,1,0,2,0,0,0,2
"ENSG00000287235",0,0,1,0,0,0,1,1,0,0,0,3
"ENSG00000242147",8,5,4,8,5,9,6,11,12,6,15,8
"ENSG00000228685",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240577",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196372",331,575,395,520,565,825,322,418,636,442,922,1112
"ENSG00000108021",3676,6412,5561,4985,4044,7295,3586,4517,5799,4794,5490,6066
"ENSG00000226647",1,2,1,1,1,2,0,0,1,0,0,0
"ENSG00000057608",9613,17131,13785,13981,11330,19420,9575,12203,16535,13213,16526,19476
"ENSG00000270427",32,36,23,32,23,44,21,23,38,26,49,62
"ENSG00000272764",4,4,5,12,9,15,3,11,18,10,13,10
"ENSG00000134461",147,249,235,259,226,351,203,266,373,262,418,484
"ENSG00000240180",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134452",2286,4054,3144,3312,3051,5130,2710,3510,4714,3405,4699,5839
"ENSG00000232807",32,41,33,34,33,59,19,52,55,32,71,76
"ENSG00000134470",305,491,450,433,379,684,279,356,534,343,609,814
"ENSG00000134460",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251922",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229664",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000214015",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134453",3035,4996,4148,4231,3703,6817,3421,4340,6158,4862,6442,7531
"ENSG00000170525",1470,2422,1822,1805,1880,3201,2128,2647,2799,2117,3533,4036
"ENSG00000201581",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263628",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283634",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213994",0,1,2,1,2,1,0,0,1,1,3,0
"ENSG00000238366",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000215244",1,2,0,2,1,6,2,2,1,0,1,2
"ENSG00000226705",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212743",0,0,0,5,1,0,0,0,0,1,0,1
"ENSG00000065675",2,3,4,2,5,16,3,4,11,28,66,59
"ENSG00000237943",25,67,51,25,76,105,22,44,98,69,130,149
"ENSG00000225948",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285743",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223784",0,1,2,0,0,1,0,2,2,2,2,4
"ENSG00000285988",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281186",0,0,1,3,1,1,0,0,0,0,2,0
"ENSG00000238266",4,5,5,6,1,3,6,5,3,6,3,8
"ENSG00000285845",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287277",3,19,6,10,4,12,4,6,13,9,13,15
"ENSG00000223581",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198879",193,370,269,238,254,446,100,153,181,114,301,321
"ENSG00000235141",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278982",1,0,0,0,0,1,0,0,0,0,3,1
"ENSG00000232591",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207453",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230121",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123243",0,0,1,0,3,4,8,5,23,15,38,44
"ENSG00000151655",0,0,0,1,0,2,0,0,0,0,1,2
"ENSG00000151657",599,1074,722,747,598,1109,634,783,1019,841,1007,1243
"ENSG00000165629",5929,10887,8301,8680,7167,12357,6473,7707,10597,8463,11580,14326
"ENSG00000165632",564,1048,772,746,694,1208,660,766,1056,841,1087,1267
"ENSG00000233990",2,2,0,0,1,1,0,0,0,0,0,3
"ENSG00000107485",11,9,8,14,10,30,7,0,2,0,6,5
"ENSG00000197308",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000232638",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225053",17,27,22,14,22,32,12,16,17,15,21,20
"ENSG00000232170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226861",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226990",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271251",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213771",663,1175,990,977,787,1355,1147,1546,1989,1593,1713,2009
"ENSG00000236420",0,0,0,0,0,0,0,1,0,0,1,1
"ENSG00000212505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270234",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234752",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223808",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230014",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287120",6,4,2,2,2,4,1,1,4,0,7,2
"ENSG00000235838",2,8,3,5,2,2,1,4,5,6,5,5
"ENSG00000228636",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224788",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229919",86,158,152,121,117,198,96,108,151,135,155,192
"ENSG00000200849",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000272436",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286439",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234306",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270111",4,3,1,1,2,1,1,1,2,1,4,4
"ENSG00000279575",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287309",0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000228997",5,10,7,4,2,4,13,7,16,22,7,17
"ENSG00000225383",202,412,343,301,148,319,721,950,1076,938,905,1010
"ENSG00000048740",1,3,18,27,77,134,224,293,482,367,632,766
"ENSG00000229240",0,0,0,1,1,0,0,0,0,0,0,0
"ENSG00000231496",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228027",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229206",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237986",0,0,0,0,1,0,0,0,0,0,0,5
"ENSG00000230322",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181800",0,0,0,0,0,1,1,0,1,0,1,0
"ENSG00000280086",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148429",1078,1864,1525,1462,1303,2458,1090,1339,1705,1407,1928,2422
"ENSG00000271360",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271046",3,3,4,5,2,6,3,2,4,3,1,5
"ENSG00000134463",34,65,41,61,51,91,207,301,445,346,448,652
"ENSG00000148426",554,970,762,832,914,1351,761,999,1431,1128,1445,1965
"ENSG00000225778",4,3,0,2,3,9,6,9,13,10,12,13
"ENSG00000151461",1590,2762,2247,2045,1733,3399,1854,2132,2845,2320,2986,3456
"ENSG00000251957",0,0,3,0,1,0,0,3,1,2,2,2
"ENSG00000181192",1454,2443,2039,1922,1895,3464,1719,2190,3068,2185,3408,3671
"ENSG00000272507",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000065665",647,1058,782,784,734,1366,717,1040,1399,1108,1399,1580
"ENSG00000265653",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165609",4111,7406,5802,5781,4924,8877,4044,4818,6587,5394,8058,9801
"ENSG00000151465",2856,5017,3777,3920,2912,5526,2967,3895,4905,4095,5006,5960
"ENSG00000228302",11,32,12,13,15,19,14,20,35,15,20,42
"ENSG00000264036",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183049",186,392,362,336,378,609,321,370,508,426,611,765
"ENSG00000252438",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252118",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285994",0,4,0,0,0,4,1,1,3,2,2,4
"ENSG00000263584",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283699",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221331",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285520",0,4,0,0,1,1,2,2,1,1,0,1
"ENSG00000151468",68,137,88,86,72,126,201,203,324,268,400,587
"ENSG00000212499",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225251",5,7,6,3,3,4,2,2,1,3,2,4
"ENSG00000123240",5467,9474,6981,6918,5969,11567,5016,6359,8405,6860,9897,11748
"ENSG00000235763",0,0,0,0,0,0,2,1,0,0,2,1
"ENSG00000234175",1,5,1,8,3,4,1,6,6,8,20,6
"ENSG00000228330",0,3,2,1,4,4,0,1,2,1,1,1
"ENSG00000203414",9,15,15,11,11,25,7,14,20,12,19,23
"ENSG00000237540",3,1,0,0,1,3,0,2,1,0,0,2
"ENSG00000065328",2367,4124,3358,3183,2733,4882,2337,3113,3965,3024,3938,4429
"ENSG00000272055",48,77,64,54,50,86,22,38,46,45,39,49
"ENSG00000165623",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107537",591,1078,817,869,846,1489,656,942,1265,1050,1625,1943
"ENSG00000226209",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000086475",3283,5635,4665,4655,3975,7060,3828,4872,6968,5404,7300,8706
"ENSG00000286514",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000233256",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165626",957,1664,1326,1319,1081,2085,1118,1293,1748,1352,1839,2122
"ENSG00000202508",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227175",0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000165630",284,484,391,420,344,615,327,371,451,464,587,668
"ENSG00000227474",0,1,0,0,0,1,0,0,0,0,0,1
"ENSG00000282246",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239665",136,263,206,205,161,302,144,212,300,186,330,436
"ENSG00000151474",467,756,654,711,616,1075,603,782,963,682,942,1082
"ENSG00000273474",2,0,0,1,0,0,0,0,1,1,0,1
"ENSG00000225112",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199407",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000234091",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000215227",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229751",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235410",0,3,1,1,1,0,0,0,3,1,0,1
"ENSG00000285671",4,1,0,0,0,1,0,0,1,2,0,0
"ENSG00000266321",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278100",0,2,1,1,0,0,1,0,0,3,1,0
"ENSG00000221371",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000065809",1771,3345,2553,2450,2047,3593,2471,2976,3435,2777,3576,4292
"ENSG00000236495",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201766",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237032",19,33,19,15,18,25,16,11,17,14,17,21
"ENSG00000185267",23,47,35,26,17,40,16,21,34,35,26,39
"ENSG00000284024",1279,2450,1970,1938,1636,2965,1428,1864,2405,1832,2274,2620
"ENSG00000187522",1169,2112,1647,1716,1411,2411,1422,1782,2202,1786,2368,2765
"ENSG00000272853",15,36,37,34,32,66,15,30,54,25,37,55
"ENSG00000152455",953,1781,1273,1329,1002,1892,1069,1446,1764,1443,1739,1975
"ENSG00000152457",642,1201,836,809,691,1330,573,836,1028,786,1284,1314
"ENSG00000197889",6,7,19,2,7,13,6,10,18,14,15,26
"ENSG00000235623",2,0,0,0,0,1,0,1,0,0,0,2
"ENSG00000228547",14,24,17,24,19,40,8,15,20,7,27,36
"ENSG00000182531",1,0,0,1,3,0,0,0,0,0,0,2
